student,date,effortScore,class,acPercentile
Brooke Dilworth,07/08/2021,50,Music,0.58
Brooke Dilworth,08/08/2021,57,Music,0.59
Brooke Dilworth,09/08/2021,65,Music,0.6
Brooke Dilworth,10/08/2021,72,Music,0.61
Brooke Dilworth,11/08/2021,79,Music,0.62
Brooke Dilworth,12/08/2021,86,Music,0.63
Sydney Atakliyan,01/08/2021,72,Music,0.53
Sydney Atakliyan,02/08/2021,14,Music,0.54
Sydney Atakliyan,03/08/2021,21,Music,0.55
Sydney Atakliyan,04/08/2021,28,Music,0.56
Sydney Atakliyan,05/08/2021,36,Music,0.57
Sydney Atakliyan,06/08/2021,43,Music,0.58
Sydney Atakliyan,07/08/2021,50,Music,0.59
Sydney Atakliyan,08/08/2021,57,Music,0.6
Sydney Atakliyan,09/08/2021,65,Music,0.61
Sydney Atakliyan,10/08/2021,72,Music,0.61
Sydney Atakliyan,11/08/2021,79,Music,0.62
Sydney Atakliyan,12/08/2021,86,Music,0.63
Oliver Noble,01/08/2021,72,Music,0.54
Oliver Noble,02/08/2021,14,Music,0.55
Oliver Noble,03/08/2021,21,Music,0.56
Oliver Noble,04/08/2021,28,Music,0.57
Oliver Noble,05/08/2021,36,Music,0.58
Oliver Noble,06/08/2021,43,Music,0.58
Oliver Noble,07/08/2021,50,Music,0.59
Oliver Noble,08/08/2021,57,Music,0.6
Oliver Noble,09/08/2021,65,Music,0.61
Oliver Noble,10/08/2021,72,Music,0.62
Oliver Noble,11/08/2021,79,Music,0.63
Oliver Noble,12/08/2021,86,Music,0.64
Maddison Hunt,01/08/2021,72,Music,0.55
Maddison Hunt,02/08/2021,14,Music,0.55
Maddison Hunt,03/08/2021,21,Music,0.56
Maddison Hunt,04/08/2021,28,Music,0.57
Maddison Hunt,05/08/2021,36,Music,0.58
Maddison Hunt,06/08/2021,43,Music,0.59
Maddison Hunt,07/08/2021,50,Music,0.6
Maddison Hunt,08/08/2021,57,Music,0.61
Maddison Hunt,09/08/2021,65,Music,0.62
Maddison Hunt,10/08/2021,72,Music,0.63
Maddison Hunt,11/08/2021,79,Music,0.64
Maddison Hunt,12/08/2021,86,Music,0.64
Cristian Hill,01/08/2021,72,Music,0.55
Cristian Hill,02/08/2021,14,Music,0.56
Cristian Hill,03/08/2021,21,Music,0.57
Cristian Hill,04/08/2021,28,Music,0.58
Cristian Hill,05/08/2021,36,Music,0.59
Cristian Hill,06/08/2021,43,Music,0.6
Cristian Hill,07/08/2021,50,Music,0.61
Cristian Hill,08/08/2021,57,Music,0.61
Cristian Hill,09/08/2021,65,Music,0.62
Cristian Hill,10/08/2021,72,Music,0.63
Cristian Hill,11/08/2021,79,Music,0.64
Cristian Hill,12/08/2021,86,Music,0.65
Poppi Kent,01/08/2021,72,Music,0.56
Poppi Kent,02/08/2021,14,Music,0.57
Poppi Kent,03/08/2021,21,Music,0.58
Poppi Kent,04/08/2021,28,Music,0.58
Poppi Kent,05/08/2021,36,Music,0.59
Poppi Kent,06/08/2021,43,Music,0.6
Poppi Kent,07/08/2021,50,Music,0.61
Poppi Kent,08/08/2021,57,Music,0.62
Poppi Kent,09/08/2021,65,Music,0.63
Poppi Kent,10/08/2021,72,Music,0.64
Poppi Kent,11/08/2021,79,Music,0.65
Poppi Kent,12/08/2021,86,Music,0.66
Isabella Rudge,01/08/2021,72,Music,0.56
Isabella Rudge,02/08/2021,14,Music,0.57
Isabella Rudge,03/08/2021,21,Music,0.58
Isabella Rudge,04/08/2021,28,Music,0.59
Isabella Rudge,05/08/2021,36,Music,0.6
Isabella Rudge,06/08/2021,43,Music,0.61
Isabella Rudge,07/08/2021,50,Music,0.62
Isabella Rudge,08/08/2021,57,Music,0.63
Isabella Rudge,09/08/2021,65,Music,0.64
Isabella Rudge,10/08/2021,72,Music,0.64
Isabella Rudge,11/08/2021,79,Music,0.65
Isabella Rudge,12/08/2021,86,Music,0.66
Ella Burgess,01/08/2021,72,Music,0.57
Ella Burgess,02/08/2021,14,Music,0.58
Ella Burgess,03/08/2021,21,Music,0.59
Ella Burgess,04/08/2021,29,Music,0.6
Ella Burgess,05/08/2021,36,Music,0.61
Ella Burgess,06/08/2021,43,Music,0.61
Ella Burgess,07/08/2021,50,Music,0.62
Ella Burgess,08/08/2021,58,Music,0.63
Ella Burgess,09/08/2021,65,Music,0.64
Ella Burgess,10/08/2021,72,Music,0.65
Ella Burgess,11/08/2021,79,Music,0.66
Ella Burgess,12/08/2021,87,Music,0.67
William Goodsall,01/08/2021,72,Music,0.58
William Goodsall,02/08/2021,14,Music,0.58
William Goodsall,03/08/2021,21,Music,0.59
William Goodsall,04/08/2021,29,Music,0.6
William Goodsall,05/08/2021,36,Music,0.61
William Goodsall,06/08/2021,43,Music,0.62
William Goodsall,07/08/2021,50,Music,0.63
William Goodsall,08/08/2021,58,Music,0.64
William Goodsall,09/08/2021,65,Music,0.65
William Goodsall,10/08/2021,72,Music,0.66
William Goodsall,11/08/2021,79,Music,0.67
William Goodsall,12/08/2021,87,Music,0.67
Lara Cody,01/08/2021,72,Music,0.58
Lara Cody,02/08/2021,14,Music,0.59
Lara Cody,03/08/2021,21,Music,0.6
Lara Cody,04/08/2021,29,Music,0.61
Lara Cody,05/08/2021,36,Music,0.62
Lara Cody,06/08/2021,43,Music,0.63
Lara Cody,07/08/2021,50,Music,0.64
Lara Cody,08/08/2021,58,Music,0.64
Lara Cody,09/08/2021,65,Music,0.65
Lara Cody,10/08/2021,72,Music,0.66
Lara Cody,11/08/2021,79,Music,0.67
Lara Cody,12/08/2021,87,Music,0.68
Lara Stanbridge,01/08/2021,72,Music,0.59
Lara Stanbridge,02/08/2021,14,Music,0.6
Lara Stanbridge,03/08/2021,21,Music,0.61
Lara Stanbridge,04/08/2021,29,Music,0.61
Lara Stanbridge,05/08/2021,36,Music,0.62
Lara Stanbridge,06/08/2021,43,Music,0.63
Lara Stanbridge,07/08/2021,50,Music,0.64
Lara Stanbridge,08/08/2021,58,Music,0.65
Lara Stanbridge,09/08/2021,65,Music,0.66
Lara Stanbridge,10/08/2021,72,Music,0.67
Lara Stanbridge,11/08/2021,79,Music,0.68
Lara Stanbridge,12/08/2021,87,Music,0.69
Caitlin Brunton,01/08/2021,72,Music,0.59
Caitlin Brunton,02/08/2021,14,Music,0.6
Caitlin Brunton,03/08/2021,21,Music,0.61
Caitlin Brunton,04/08/2021,29,Music,0.62
Caitlin Brunton,05/08/2021,36,Music,0.63
Caitlin Brunton,06/08/2021,43,Music,0.64
Caitlin Brunton,07/08/2021,50,Music,0.65
Caitlin Brunton,08/08/2021,58,Music,0.66
Caitlin Brunton,09/08/2021,65,Music,0.67
Caitlin Brunton,10/08/2021,72,Music,0.67
Caitlin Brunton,11/08/2021,79,Music,0.68
Caitlin Brunton,12/08/2021,87,Music,0.69
Evelyn Farrell,01/08/2021,72,Music,0.6
Evelyn Farrell,02/08/2021,14,Music,0.61
Evelyn Farrell,03/08/2021,21,Music,0.62
Evelyn Farrell,04/08/2021,29,Music,0.63
Evelyn Farrell,05/08/2021,36,Music,0.64
Evelyn Farrell,06/08/2021,43,Music,0.64
Evelyn Farrell,07/08/2021,50,Music,0.65
Evelyn Farrell,08/08/2021,58,Music,0.66
Evelyn Farrell,09/08/2021,65,Music,0.67
Evelyn Farrell,10/08/2021,72,Music,0.68
Evelyn Farrell,11/08/2021,79,Music,0.69
Evelyn Farrell,12/08/2021,87,Music,0.7
Tate Boswarva,01/08/2021,72,Music,0.61
Tate Boswarva,02/08/2021,14,Music,0.61
Tate Boswarva,03/08/2021,21,Music,0.62
Tate Boswarva,04/08/2021,29,Music,0.63
Tate Boswarva,05/08/2021,36,Music,0.64
Tate Boswarva,06/08/2021,43,Music,0.65
Tate Boswarva,07/08/2021,50,Music,0.66
Tate Boswarva,08/08/2021,58,Music,0.67
Tate Boswarva,09/08/2021,65,Music,0.68
Tate Boswarva,10/08/2021,72,Music,0.69
Tate Boswarva,11/08/2021,79,Music,0.7
Tate Boswarva,12/08/2021,87,Music,0.7
Willem McCormack,01/08/2021,72,Music,0.61
Willem McCormack,02/08/2021,14,Music,0.62
Willem McCormack,03/08/2021,21,Music,0.63
Willem McCormack,04/08/2021,29,Music,0.64
Willem McCormack,05/08/2021,36,Music,0.65
Willem McCormack,06/08/2021,43,Music,0.66
Willem McCormack,07/08/2021,50,Music,0.67
Willem McCormack,08/08/2021,58,Music,0.67
Willem McCormack,09/08/2021,65,Music,0.68
Willem McCormack,10/08/2021,72,Music,0.69
Willem McCormack,11/08/2021,79,Music,0.7
Willem McCormack,12/08/2021,87,Music,0.71
Victoria Butler,01/08/2021,72,Music,0.62
Victoria Butler,02/08/2021,14,Music,0.63
Victoria Butler,03/08/2021,21,Music,0.64
Victoria Butler,04/08/2021,29,Music,0.64
Victoria Butler,05/08/2021,36,Music,0.65
Victoria Butler,06/08/2021,43,Music,0.66
Victoria Butler,07/08/2021,50,Music,0.67
Victoria Butler,08/08/2021,58,Music,0.68
Victoria Butler,09/08/2021,65,Music,0.69
Victoria Butler,10/08/2021,72,Music,0.7
Victoria Butler,11/08/2021,79,Music,0.71
Victoria Butler,12/08/2021,87,Music,0.72
Oliver Garrett,01/08/2021,72,Music,0.62
Oliver Garrett,02/08/2021,14,Music,0.63
Oliver Garrett,03/08/2021,21,Music,0.64
Oliver Garrett,04/08/2021,29,Music,0.65
Oliver Garrett,05/08/2021,36,Music,0.66
Oliver Garrett,06/08/2021,43,Music,0.67
Oliver Garrett,07/08/2021,50,Music,0.68
Oliver Garrett,08/08/2021,58,Music,0.69
Oliver Garrett,09/08/2021,65,Music,0.7
Oliver Garrett,10/08/2021,72,Music,0.7
Oliver Garrett,11/08/2021,79,Music,0.71
Oliver Garrett,12/08/2021,87,Music,0.72
Jacob Gold,01/08/2021,72,Music,0.63
Jacob Gold,02/08/2021,14,Music,0.64
Jacob Gold,03/08/2021,21,Music,0.65
Jacob Gold,04/08/2021,29,Music,0.66
Jacob Gold,05/08/2021,36,Music,0.67
Jacob Gold,06/08/2021,43,Music,0.67
Jacob Gold,07/08/2021,50,Music,0.68
Jacob Gold,08/08/2021,58,Music,0.69
Jacob Gold,09/08/2021,65,Music,0.7
Jacob Gold,10/08/2021,72,Music,0.71
Jacob Gold,11/08/2021,79,Music,0.72
Jacob Gold,12/08/2021,87,Music,0.73
Greta Feldmann,01/08/2021,72,Music,0.64
Greta Feldmann,02/08/2021,14,Music,0.64
Greta Feldmann,03/08/2021,21,Music,0.65
Greta Feldmann,04/08/2021,29,Music,0.66
Greta Feldmann,05/08/2021,36,Music,0.67
Greta Feldmann,06/08/2021,43,Music,0.68
Greta Feldmann,07/08/2021,50,Music,0.69
Greta Feldmann,08/08/2021,58,Music,0.7
Greta Feldmann,09/08/2021,65,Music,0.71
Greta Feldmann,10/08/2021,72,Music,0.72
Greta Feldmann,11/08/2021,79,Music,0.73
Greta Feldmann,12/08/2021,87,Music,0.73
Shaun Patrick,01/08/2021,72,Music,0.64
Shaun Patrick,02/08/2021,14,Music,0.65
Shaun Patrick,03/08/2021,21,Music,0.66
Shaun Patrick,04/08/2021,29,Music,0.67
Shaun Patrick,05/08/2021,36,Music,0.68
Shaun Patrick,06/08/2021,43,Music,0.69
Shaun Patrick,07/08/2021,50,Music,0.7
Shaun Patrick,08/08/2021,58,Music,0.7
Shaun Patrick,09/08/2021,65,Music,0.71
Shaun Patrick,10/08/2021,72,Music,0.72
Shaun Patrick,11/08/2021,79,Music,0.73
Shaun Patrick,12/08/2021,87,Music,0.74
William Christie,01/08/2021,72,Music,0.65
William Christie,02/08/2021,14,Music,0.66
William Christie,03/08/2021,21,Music,0.67
William Christie,04/08/2021,29,Music,0.67
William Christie,05/08/2021,36,Music,0.68
William Christie,06/08/2021,43,Music,0.69
William Christie,07/08/2021,50,Music,0.7
William Christie,08/08/2021,58,Music,0.71
William Christie,09/08/2021,65,Music,0.72
William Christie,10/08/2021,72,Music,0.73
William Christie,11/08/2021,79,Music,0.74
William Christie,12/08/2021,87,Music,0.75
Alexander Davidson,01/08/2021,72,Music,0.65
Alexander Davidson,02/08/2021,14,Music,0.66
Alexander Davidson,03/08/2021,21,Music,0.67
Alexander Davidson,04/08/2021,29,Music,0.68
Alexander Davidson,05/08/2021,36,Music,0.69
Alexander Davidson,06/08/2021,43,Music,0.7
Alexander Davidson,07/08/2021,50,Music,0.71
Alexander Davidson,08/08/2021,58,Music,0.72
Alexander Davidson,09/08/2021,65,Music,0.73
Alexander Davidson,10/08/2021,72,Music,0.73
Alexander Davidson,11/08/2021,79,Music,0.74
Alexander Davidson,12/08/2021,87,Music,0.75
Alexander Gibbs,01/08/2021,72,Music,0.66
Alexander Gibbs,02/08/2021,14,Music,0.67
Alexander Gibbs,03/08/2021,21,Music,0.68
Alexander Gibbs,04/08/2021,29,Music,0.69
Alexander Gibbs,05/08/2021,36,Music,0.7
Alexander Gibbs,06/08/2021,43,Music,0.7
Alexander Gibbs,07/08/2021,50,Music,0.71
Alexander Gibbs,08/08/2021,58,Music,0.72
Alexander Gibbs,09/08/2021,65,Music,0.73
Alexander Gibbs,10/08/2021,72,Music,0.74
Alexander Gibbs,11/08/2021,79,Music,0.75
Alexander Gibbs,12/08/2021,87,Music,0.76
Armen Shiraz-Dilanchian,01/08/2021,72,Music,0.67
Armen Shiraz-Dilanchian,02/08/2021,14,Music,0.67
Armen Shiraz-Dilanchian,03/08/2021,21,Music,0.68
Armen Shiraz-Dilanchian,04/08/2021,29,Music,0.69
Armen Shiraz-Dilanchian,05/08/2021,36,Music,0.7
Armen Shiraz-Dilanchian,06/08/2021,43,Music,0.71
Armen Shiraz-Dilanchian,07/08/2021,50,Music,0.72
Armen Shiraz-Dilanchian,08/08/2021,58,Music,0.73
Armen Shiraz-Dilanchian,09/08/2021,65,Music,0.74
Armen Shiraz-Dilanchian,10/08/2021,72,Music,0.75
Armen Shiraz-Dilanchian,11/08/2021,79,Music,0.76
Armen Shiraz-Dilanchian,12/08/2021,87,Music,0.76
Isabella Ilic,01/08/2021,72,Music,0.67
Isabella Ilic,02/08/2021,14,Music,0.68
Isabella Ilic,03/08/2021,21,Music,0.69
Isabella Ilic,04/08/2021,29,Music,0.7
Isabella Ilic,05/08/2021,36,Music,0.71
Isabella Ilic,06/08/2021,43,Music,0.72
Isabella Ilic,07/08/2021,50,Music,0.73
Isabella Ilic,08/08/2021,58,Music,0.73
Isabella Ilic,09/08/2021,65,Music,0.74
Isabella Ilic,10/08/2021,72,Music,0.75
Isabella Ilic,11/08/2021,79,Music,0.76
Isabella Ilic,12/08/2021,87,Music,0.77
Indiana Grace,01/08/2021,72,Music,0.68
Indiana Grace,02/08/2021,14,Music,0.69
Indiana Grace,03/08/2021,21,Music,0.7
Indiana Grace,04/08/2021,29,Music,0.7
Indiana Grace,05/08/2021,36,Music,0.71
Indiana Grace,06/08/2021,43,Music,0.72
Indiana Grace,07/08/2021,50,Music,0.73
Indiana Grace,08/08/2021,58,Music,0.74
Indiana Grace,09/08/2021,65,Music,0.75
Indiana Grace,10/08/2021,72,Music,0.76
Indiana Grace,11/08/2021,79,Music,0.77
Indiana Grace,12/08/2021,87,Music,0.78
Lucy McLaren,01/08/2021,72,Music,0.68
Lucy McLaren,02/08/2021,14,Music,0.69
Lucy McLaren,03/08/2021,21,Music,0.7
Lucy McLaren,04/08/2021,29,Music,0.71
Lucy McLaren,05/08/2021,36,Music,0.72
Lucy McLaren,06/08/2021,43,Music,0.73
Lucy McLaren,07/08/2021,50,Music,0.74
Lucy McLaren,08/08/2021,58,Music,0.75
Lucy McLaren,09/08/2021,65,Music,0.76
Lucy McLaren,10/08/2021,72,Music,0.76
Lucy McLaren,11/08/2021,79,Music,0.77
Lucy McLaren,12/08/2021,87,Music,0.78
Hugh Sellar,01/08/2021,72,Music,0.69
Hugh Sellar,02/08/2021,14,Music,0.7
Hugh Sellar,03/08/2021,21,Music,0.71
Hugh Sellar,04/08/2021,29,Music,0.72
Hugh Sellar,05/08/2021,36,Music,0.73
Hugh Sellar,06/08/2021,43,Music,0.73
Hugh Sellar,07/08/2021,50,Music,0.74
Hugh Sellar,08/08/2021,58,Music,0.75
Hugh Sellar,09/08/2021,65,Music,0.76
Hugh Sellar,10/08/2021,72,Music,0.77
Hugh Sellar,11/08/2021,79,Music,0.78
Hugh Sellar,12/08/2021,87,Music,0.79
Ruari Blackstock,01/08/2021,72,Music,0.7
Ruari Blackstock,02/08/2021,14,Music,0.7
Ruari Blackstock,03/08/2021,21,Music,0.71
Ruari Blackstock,04/08/2021,29,Music,0.72
Ruari Blackstock,05/08/2021,36,Music,0.73
Ruari Blackstock,06/08/2021,43,Music,0.74
Ruari Blackstock,07/08/2021,50,Music,0.75
Ruari Blackstock,08/08/2021,58,Music,0.76
Ruari Blackstock,09/08/2021,65,Music,0.77
Ruari Blackstock,10/08/2021,72,Music,0.78
Ruari Blackstock,11/08/2021,79,Music,0.79
Ruari Blackstock,12/08/2021,87,Music,0.79
Callum Wardman-Browne,01/08/2021,72,Music,0.7
Callum Wardman-Browne,02/08/2021,14,Music,0.71
Callum Wardman-Browne,03/08/2021,21,Music,0.72
Callum Wardman-Browne,04/08/2021,29,Music,0.73
Callum Wardman-Browne,05/08/2021,36,Music,0.74
Callum Wardman-Browne,06/08/2021,43,Music,0.75
Callum Wardman-Browne,07/08/2021,50,Music,0.76
Callum Wardman-Browne,08/08/2021,58,Music,0.76
Callum Wardman-Browne,09/08/2021,65,Music,0.77
Callum Wardman-Browne,10/08/2021,72,Music,0.78
Callum Wardman-Browne,11/08/2021,79,Music,0.79
Callum Wardman-Browne,12/08/2021,87,Music,0.8
Benjamin Peake,01/08/2021,72,Music,0.71
Benjamin Peake,02/08/2021,14,Music,0.72
Benjamin Peake,03/08/2021,21,Music,0.73
Benjamin Peake,04/08/2021,29,Music,0.73
Benjamin Peake,05/08/2021,36,Music,0.74
Benjamin Peake,06/08/2021,43,Music,0.75
Benjamin Peake,07/08/2021,50,Music,0.76
Benjamin Peake,08/08/2021,58,Music,0.77
Benjamin Peake,09/08/2021,65,Music,0.78
Benjamin Peake,10/08/2021,72,Music,0.79
Benjamin Peake,11/08/2021,79,Music,0.8
Benjamin Peake,12/08/2021,87,Music,0.81
Jemma Davies,01/08/2021,72,Music,0.72
Jemma Davies,02/08/2021,14,Music,0.73
Jemma Davies,03/08/2021,21,Music,0.74
Jemma Davies,04/08/2021,29,Music,0.75
Jemma Davies,05/08/2021,36,Music,0.76
Jemma Davies,06/08/2021,43,Music,0.76
Jemma Davies,07/08/2021,50,Music,0.77
Jemma Davies,08/08/2021,58,Music,0.78
Jemma Davies,09/08/2021,65,Music,0.79
Jemma Davies,10/08/2021,72,Music,0.8
Jemma Davies,11/08/2021,79,Music,0.81
Jemma Davies,12/08/2021,87,Music,0.82
Andrew Verschoor,01/08/2021,72,Music,0.73
Andrew Verschoor,02/08/2021,14,Music,0.73
Andrew Verschoor,03/08/2021,21,Music,0.74
Andrew Verschoor,04/08/2021,29,Music,0.75
Andrew Verschoor,05/08/2021,36,Music,0.76
Andrew Verschoor,06/08/2021,43,Music,0.77
Andrew Verschoor,07/08/2021,50,Music,0.78
Andrew Verschoor,08/08/2021,58,Music,0.79
Andrew Verschoor,09/08/2021,65,Music,0.8
Andrew Verschoor,10/08/2021,72,Music,0.81
Andrew Verschoor,11/08/2021,79,Music,0.82
Andrew Verschoor,12/08/2021,87,Music,0.82
Ethan Woods-Burnell,01/08/2021,72,Music,0.73
Ethan Woods-Burnell,02/08/2021,14,Music,0.74
Ethan Woods-Burnell,03/08/2021,21,Music,0.75
Ethan Woods-Burnell,04/08/2021,29,Music,0.76
Ethan Woods-Burnell,05/08/2021,36,Music,0.77
Ethan Woods-Burnell,06/08/2021,43,Music,0.78
Ethan Woods-Burnell,07/08/2021,50,Music,0.79
Ethan Woods-Burnell,08/08/2021,58,Music,0.79
Ethan Woods-Burnell,09/08/2021,65,Music,0.8
Ethan Woods-Burnell,10/08/2021,72,Music,0.81
Ethan Woods-Burnell,11/08/2021,79,Music,0.82
Ethan Woods-Burnell,12/08/2021,87,Music,0.83
Daniel Cullen,01/08/2021,72,Music,0.74
Daniel Cullen,02/08/2021,14,Music,0.75
Daniel Cullen,03/08/2021,21,Music,0.76
Daniel Cullen,04/08/2021,29,Music,0.76
Daniel Cullen,05/08/2021,36,Music,0.77
Daniel Cullen,06/08/2021,43,Music,0.78
Daniel Cullen,07/08/2021,50,Music,0.79
Daniel Cullen,08/08/2021,58,Music,0.8
Daniel Cullen,09/08/2021,65,Music,0.81
Daniel Cullen,10/08/2021,72,Music,0.82
Daniel Cullen,11/08/2021,79,Music,0.83
Daniel Cullen,12/08/2021,87,Music,0.84
Daniel Knight,01/08/2021,72,Music,0.74
Daniel Knight,02/08/2021,14,Music,0.75
Daniel Knight,03/08/2021,21,Music,0.76
Daniel Knight,04/08/2021,29,Music,0.77
Daniel Knight,05/08/2021,36,Music,0.78
Daniel Knight,06/08/2021,43,Music,0.79
Daniel Knight,07/08/2021,50,Music,0.8
Daniel Knight,08/08/2021,58,Music,0.81
Daniel Knight,09/08/2021,65,Music,0.82
Daniel Knight,10/08/2021,72,Music,0.82
Daniel Knight,11/08/2021,79,Music,0.83
Daniel Knight,12/08/2021,87,Music,0.84
Griffin Potter,01/08/2021,72,Music,0.75
Griffin Potter,02/08/2021,14,Music,0.76
Griffin Potter,03/08/2021,21,Music,0.77
Griffin Potter,04/08/2021,29,Music,0.78
Griffin Potter,05/08/2021,36,Music,0.79
Griffin Potter,06/08/2021,43,Music,0.79
Griffin Potter,07/08/2021,50,Music,0.8
Griffin Potter,08/08/2021,58,Music,0.81
Griffin Potter,09/08/2021,65,Music,0.82
Griffin Potter,10/08/2021,72,Music,0.83
Griffin Potter,11/08/2021,79,Music,0.84
Griffin Potter,12/08/2021,87,Music,0.85
Oliver Stevens,01/08/2021,72,Music,0.75
Oliver Stevens,02/08/2021,14,Music,0.76
Oliver Stevens,03/08/2021,21,Music,0.77
Oliver Stevens,04/08/2021,29,Music,0.78
Oliver Stevens,05/08/2021,36,Music,0.79
Oliver Stevens,06/08/2021,43,Music,0.8
Oliver Stevens,07/08/2021,50,Music,0.81
Oliver Stevens,08/08/2021,58,Music,0.82
Oliver Stevens,09/08/2021,65,Music,0.83
Oliver Stevens,10/08/2021,72,Music,0.84
Oliver Stevens,11/08/2021,79,Music,0.85
Oliver Stevens,12/08/2021,87,Music,0.85
Edwina Magnus,01/08/2021,72,Music,0.76
Edwina Magnus,02/08/2021,14,Music,0.77
Edwina Magnus,03/08/2021,21,Music,0.78
Edwina Magnus,04/08/2021,29,Music,0.79
Edwina Magnus,05/08/2021,36,Music,0.8
Edwina Magnus,06/08/2021,43,Music,0.81
Edwina Magnus,07/08/2021,50,Music,0.82
Edwina Magnus,08/08/2021,58,Music,0.82
Edwina Magnus,09/08/2021,65,Music,0.83
Edwina Magnus,10/08/2021,72,Music,0.84
Edwina Magnus,11/08/2021,79,Music,0.85
Edwina Magnus,12/08/2021,87,Music,0.86
Yola Reinecke,01/08/2021,72,Music,0.77
Yola Reinecke,02/08/2021,14,Music,0.78
Yola Reinecke,03/08/2021,21,Music,0.78
Yola Reinecke,04/08/2021,29,Music,0.79
Yola Reinecke,05/08/2021,36,Music,0.8
Yola Reinecke,06/08/2021,43,Music,0.81
Yola Reinecke,07/08/2021,50,Music,0.82
Yola Reinecke,08/08/2021,58,Music,0.83
Yola Reinecke,09/08/2021,65,Music,0.84
Yola Reinecke,10/08/2021,72,Music,0.85
Yola Reinecke,11/08/2021,79,Music,0.86
Yola Reinecke,12/08/2021,87,Music,0.87
Anna Saunders,01/08/2021,72,Music,0.77
Anna Saunders,02/08/2021,14,Music,0.78
Anna Saunders,03/08/2021,21,Music,0.79
Anna Saunders,04/08/2021,29,Music,0.8
Anna Saunders,05/08/2021,36,Music,0.81
Anna Saunders,06/08/2021,43,Music,0.82
Anna Saunders,07/08/2021,50,Music,0.83
Anna Saunders,08/08/2021,58,Music,0.84
Anna Saunders,09/08/2021,65,Music,0.85
Anna Saunders,10/08/2021,72,Music,0.85
Anna Saunders,11/08/2021,79,Music,0.86
Anna Saunders,12/08/2021,87,Music,0.87
Nicholas Findell-Aghnatios,01/08/2021,72,Music,0.78
Nicholas Findell-Aghnatios,02/08/2021,14,Music,0.79
Nicholas Findell-Aghnatios,03/08/2021,21,Music,0.8
Nicholas Findell-Aghnatios,04/08/2021,29,Music,0.81
Nicholas Findell-Aghnatios,05/08/2021,36,Music,0.82
Nicholas Findell-Aghnatios,06/08/2021,43,Music,0.82
Nicholas Findell-Aghnatios,07/08/2021,50,Music,0.83
Nicholas Findell-Aghnatios,08/08/2021,58,Music,0.84
Nicholas Findell-Aghnatios,09/08/2021,65,Music,0.85
Nicholas Findell-Aghnatios,10/08/2021,72,Music,0.86
Nicholas Findell-Aghnatios,11/08/2021,79,Music,0.87
Nicholas Findell-Aghnatios,12/08/2021,87,Music,0.88
Joshua Green,01/08/2021,72,Music,0.78
Joshua Green,02/08/2021,14,Music,0.79
Joshua Green,03/08/2021,21,Music,0.8
Joshua Green,04/08/2021,29,Music,0.81
Joshua Green,05/08/2021,36,Music,0.82
Joshua Green,06/08/2021,43,Music,0.83
Joshua Green,07/08/2021,50,Music,0.84
Joshua Green,08/08/2021,58,Music,0.85
Joshua Green,09/08/2021,65,Music,0.86
Joshua Green,10/08/2021,72,Music,0.87
Joshua Green,11/08/2021,79,Music,0.88
Joshua Green,12/08/2021,87,Music,0.88
Lachlan Forsyth-Smith,01/08/2021,72,Music,0.79
Lachlan Forsyth-Smith,02/08/2021,14,Music,0.8
Lachlan Forsyth-Smith,03/08/2021,21,Music,0.81
Lachlan Forsyth-Smith,04/08/2021,29,Music,0.82
Lachlan Forsyth-Smith,05/08/2021,36,Music,0.83
Lachlan Forsyth-Smith,06/08/2021,43,Music,0.84
Lachlan Forsyth-Smith,07/08/2021,50,Music,0.85
Lachlan Forsyth-Smith,08/08/2021,58,Music,0.85
Lachlan Forsyth-Smith,09/08/2021,65,Music,0.86
Lachlan Forsyth-Smith,10/08/2021,72,Music,0.87
Lachlan Forsyth-Smith,11/08/2021,79,Music,0.88
Lachlan Forsyth-Smith,12/08/2021,87,Music,0.89
Samantha Hely,01/08/2021,72,Music,0.8
Samantha Hely,02/08/2021,14,Music,0.81
Samantha Hely,03/08/2021,21,Music,0.82
Samantha Hely,04/08/2021,29,Music,0.83
Samantha Hely,05/08/2021,36,Music,0.84
Samantha Hely,06/08/2021,43,Music,0.85
Samantha Hely,07/08/2021,50,Music,0.86
Samantha Hely,08/08/2021,58,Music,0.87
Samantha Hely,09/08/2021,65,Music,0.88
Samantha Hely,10/08/2021,72,Music,0.88
Samantha Hely,11/08/2021,79,Music,0.89
Samantha Hely,12/08/2021,87,Music,0.9
Alannah Walton,01/08/2021,72,Music,0.81
Alannah Walton,02/08/2021,14,Music,0.82
Alannah Walton,03/08/2021,21,Music,0.83
Alannah Walton,04/08/2021,29,Music,0.84
Alannah Walton,05/08/2021,36,Music,0.84
Alannah Walton,06/08/2021,43,Music,0.85
Alannah Walton,07/08/2021,50,Music,0.86
Alannah Walton,08/08/2021,58,Music,0.87
Alannah Walton,09/08/2021,65,Music,0.88
Alannah Walton,10/08/2021,72,Music,0.89
Alannah Walton,11/08/2021,79,Music,0.9
Alannah Walton,12/08/2021,87,Music,0.91
Tess Malycon,01/08/2021,72,Music,0.81
Tess Malycon,02/08/2021,14,Music,0.82
Tess Malycon,03/08/2021,21,Music,0.83
Tess Malycon,04/08/2021,29,Music,0.84
Tess Malycon,05/08/2021,36,Music,0.85
Tess Malycon,06/08/2021,43,Music,0.86
Tess Malycon,07/08/2021,50,Music,0.87
Tess Malycon,08/08/2021,58,Music,0.88
